time_Schubert_D911-03_HU33,time_Schubert_D911-03_SC06,time_Schubert_D911-03_2,time_Schubert_D911-03,measure_Schubert_D911-03_2,time_sync_reference
87.520000,80.380000,129.220000,129.220000,33.055000,87.520000
87.540000,80.400000,129.240000,129.240000,33.060000,87.540000
87.560000,80.420000,129.260000,129.260000,33.065000,87.560000
87.580000,80.440000,129.280000,129.280000,33.070000,87.580000
87.600000,80.460000,129.360000,129.360000,33.090000,87.600000
87.620000,80.480000,129.380000,129.380000,33.095000,87.620000
87.640000,80.500000,129.400000,129.400000,33.100000,87.640000
87.660000,80.520000,129.420000,129.420000,33.105000,87.660000
87.680000,80.540000,129.440000,129.440000,33.110000,87.680000
87.700000,80.560000,129.460000,129.460000,33.115000,87.700000
87.720000,80.580000,129.480000,129.480000,33.120000,87.720000
87.740000,80.600000,129.500000,129.500000,33.125000,87.740000
87.760000,80.620000,129.520000,129.520000,33.130000,87.760000
87.780000,80.640000,129.540000,129.540000,33.135000,87.780000
87.800000,80.660000,129.560000,129.560000,33.140000,87.800000
87.820000,80.680000,129.580000,129.580000,33.145000,87.820000
87.840000,80.700000,129.600000,129.600000,33.150000,87.840000
87.860000,80.720000,129.620000,129.620000,33.155000,87.860000
87.880000,80.740000,129.640000,129.640000,33.160000,87.880000
87.900000,80.760000,129.660000,129.660000,33.165000,87.900000
87.920000,80.780000,129.680000,129.680000,33.170000,87.920000
87.940000,80.800000,129.700000,129.700000,33.175000,87.940000
87.960000,80.820000,129.720000,129.720000,33.180000,87.960000
87.980000,80.840000,129.740000,129.740000,33.185000,87.980000
88.000000,80.860000,129.920000,129.760000,33.230000,88.000000
88.020000,80.880000,129.940000,129.780000,33.235000,88.020000
88.040000,80.900000,129.960000,129.800000,33.240000,88.040000
88.060000,80.920000,129.980000,129.820000,33.245000,88.060000
88.080000,80.940000,130.000000,129.840000,33.250000,88.080000
88.100000,80.960000,130.020000,129.860000,33.255000,88.100000
88.120000,80.980000,130.040000,129.880000,33.260000,88.120000
88.140000,81.000000,130.060000,129.900000,33.265000,88.140000
88.160000,81.020000,130.080000,129.920000,33.270000,88.160000
88.180000,81.040000,130.100000,129.940000,33.275000,88.180000
88.200000,81.060000,130.120000,129.960000,33.280000,88.200000
88.220000,81.080000,130.140000,129.980000,33.285000,88.220000
88.240000,81.100000,130.160000,130.000000,33.290000,88.240000
88.260000,81.120000,130.180000,130.020000,33.295000,88.260000
88.280000,81.140000,130.200000,130.040000,33.300000,88.280000
88.300000,81.160000,130.220000,130.060000,33.305000,88.300000
88.320000,81.180000,130.240000,130.080000,33.310000,88.320000
88.340000,81.200000,130.260000,130.100000,33.315000,88.340000
88.360000,81.220000,130.280000,130.120000,33.320000,88.360000
88.380000,81.240000,130.300000,130.140000,33.325000,88.380000
88.400000,81.260000,130.320000,130.160000,33.330000,88.400000
88.420000,81.280000,130.340000,130.180000,33.335000,88.420000
88.440000,81.300000,130.360000,130.200000,33.340000,88.440000
88.460000,81.320000,130.380000,130.220000,33.345000,88.460000
88.480000,81.340000,130.400000,130.240000,33.350000,88.480000
88.500000,81.360000,130.420000,130.260000,33.355000,88.500000
88.520000,81.420000,130.440000,130.280000,33.360000,88.520000
88.540000,81.440000,130.460000,130.460000,33.365000,88.540000
88.560000,81.460000,130.480000,130.480000,33.370000,88.560000
88.580000,81.480000,130.520000,130.500000,33.380000,88.580000
88.600000,81.500000,130.540000,130.520000,33.385000,88.600000
88.620000,81.520000,130.560000,130.540000,33.390000,88.620000
88.640000,81.540000,130.580000,130.560000,33.395000,88.640000
88.660000,81.560000,130.600000,130.580000,33.400000,88.660000
88.680000,81.580000,130.620000,130.600000,33.405000,88.680000
88.700000,81.600000,130.640000,130.620000,33.410000,88.700000
88.720000,81.620000,130.660000,130.640000,33.415000,88.720000
88.740000,81.640000,130.680000,130.660000,33.420000,88.740000
88.760000,81.660000,130.700000,130.680000,33.425000,88.760000
88.780000,81.680000,130.720000,130.700000,33.430000,88.780000
88.800000,81.700000,130.740000,130.720000,33.435000,88.800000
88.820000,81.720000,130.760000,130.740000,33.440000,88.820000
88.840000,81.740000,130.780000,130.760000,33.445000,88.840000
88.860000,81.760000,130.800000,130.780000,33.450000,88.860000
88.880000,81.780000,130.820000,130.800000,33.455000,88.880000
88.900000,81.800000,130.840000,130.820000,33.460000,88.900000
88.920000,81.820000,131.900000,131.900000,33.725000,88.920000
88.940000,81.840000,131.920000,131.920000,33.730000,88.940000
88.960000,81.860000,131.940000,131.940000,33.735000,88.960000
88.980000,81.880000,131.960000,131.960000,33.740000,88.980000
89.000000,81.900000,131.980000,131.980000,33.745000,89.000000
89.020000,81.920000,132.320000,132.320000,33.830000,89.020000
89.040000,81.940000,132.340000,132.340000,33.835000,89.040000
89.060000,81.960000,132.360000,132.360000,33.840000,89.060000
89.080000,81.980000,132.380000,132.380000,33.845000,89.080000
89.100000,82.000000,132.400000,132.400000,33.850000,89.100000
89.120000,82.020000,132.420000,132.420000,33.855000,89.120000
89.140000,82.040000,132.440000,132.440000,33.860000,89.140000
89.160000,82.060000,132.460000,132.460000,33.865000,89.160000
89.180000,82.080000,132.480000,132.480000,33.870000,89.180000
89.200000,82.100000,132.500000,132.500000,33.875000,89.200000
89.220000,82.120000,132.520000,132.520000,33.880000,89.220000
89.240000,82.140000,132.540000,132.540000,33.885000,89.240000
89.260000,82.160000,132.560000,132.560000,33.890000,89.260000
89.280000,82.180000,132.580000,132.580000,33.895000,89.280000
89.300000,82.200000,132.600000,132.600000,33.900000,89.300000
89.320000,82.220000,132.620000,132.620000,33.905000,89.320000
89.340000,82.240000,132.640000,132.640000,33.910000,89.340000
89.360000,82.260000,132.660000,132.650000,33.915000,89.360000
89.380000,82.280000,132.680000,132.660000,33.920000,89.380000
89.400000,82.300000,132.700000,132.680000,33.925000,89.400000
89.420000,82.320000,132.720000,132.700000,33.930000,89.420000
89.440000,82.340000,132.740000,132.720000,33.935000,89.440000
89.460000,82.350000,132.760000,132.740000,33.940000,89.460000
89.480000,82.360000,132.780000,132.760000,33.945000,89.480000
89.500000,82.380000,132.800000,132.780000,33.950000,89.500000
89.520000,82.400000,132.820000,132.800000,33.955000,89.520000
89.540000,82.420000,132.840000,132.820000,33.960000,89.540000
89.560000,82.440000,132.860000,132.840000,33.965000,89.560000
89.580000,82.460000,132.880000,132.860000,33.970000,89.580000
89.600000,82.470000,132.900000,132.880000,33.975000,89.600000
89.620000,82.480000,132.920000,132.900000,33.980000,89.620000
89.640000,82.500000,132.940000,132.920000,33.985000,89.640000
89.660000,82.520000,132.960000,132.940000,33.990000,89.660000
89.680000,82.540000,132.980000,132.960000,33.995000,89.680000
89.700000,82.560000,133.000000,132.980000,34.000000,89.700000
89.720000,82.580000,133.020000,133.000000,34.005000,89.720000
89.740000,82.600000,133.040000,133.020000,34.010000,89.740000
89.760000,82.620000,133.060000,133.040000,34.015000,89.760000
89.780000,82.640000,133.080000,133.060000,34.020000,89.780000
89.800000,82.660000,133.100000,133.080000,34.025000,89.800000
89.820000,82.680000,133.120000,133.100000,34.030000,89.820000
89.840000,82.700000,133.140000,133.120000,34.035000,89.840000
89.860000,82.720000,133.160000,133.140000,34.040000,89.860000
89.880000,82.740000,133.180000,133.160000,34.045000,89.880000
89.900000,82.760000,133.200000,133.180000,34.050000,89.900000
89.920000,82.780000,133.220000,133.200000,34.055000,89.920000
89.940000,82.800000,133.240000,133.220000,34.060000,89.940000
89.960000,82.820000,133.260000,133.240000,34.065000,89.960000
89.980000,82.840000,133.280000,133.260000,34.070000,89.980000
90.000000,82.860000,133.300000,133.280000,34.075000,90.000000
90.020000,82.880000,133.320000,133.300000,34.080000,90.020000
90.040000,82.900000,133.340000,133.320000,34.085000,90.040000
90.060000,82.920000,133.360000,133.340000,34.090000,90.060000
90.080000,82.940000,133.380000,133.360000,34.095000,90.080000
90.100000,82.960000,133.400000,133.380000,34.100000,90.100000
90.120000,82.980000,133.420000,133.400000,34.105000,90.120000
90.140000,82.990000,133.440000,133.420000,34.110000,90.140000
90.160000,83.000000,133.460000,133.440000,34.115000,90.160000
90.180000,83.020000,133.480000,133.460000,34.120000,90.180000
90.200000,83.030000,133.500000,133.480000,34.125000,90.200000
90.220000,83.040000,133.520000,133.500000,34.130000,90.220000
90.240000,83.060000,133.540000,133.520000,34.135000,90.240000
90.260000,83.080000,133.560000,133.540000,34.140000,90.260000
90.280000,83.100000,133.580000,133.560000,34.145000,90.280000
90.300000,83.120000,133.600000,133.580000,34.150000,90.300000
90.320000,83.140000,133.620000,133.600000,34.155000,90.320000
90.340000,83.160000,133.640000,133.620000,34.160000,90.340000
90.360000,83.180000,133.660000,133.640000,34.165000,90.360000
90.380000,83.200000,133.680000,133.660000,34.170000,90.380000
90.400000,83.220000,133.700000,133.680000,34.175000,90.400000
90.420000,83.240000,133.720000,133.700000,34.180000,90.420000
90.440000,83.260000,133.740000,133.720000,34.185000,90.440000
90.460000,83.270000,133.760000,133.740000,34.190000,90.460000
90.480000,83.280000,133.780000,133.760000,34.195000,90.480000
90.500000,83.286667,133.800000,133.780000,34.200000,90.500000
90.520000,83.293333,133.840000,134.300000,34.210000,90.520000
90.540000,83.300000,133.860000,134.320000,34.215000,90.540000
90.560000,83.320000,133.880000,134.340000,34.220000,90.560000
90.580000,83.340000,133.900000,134.360000,34.225000,90.580000
90.600000,83.360000,133.920000,134.380000,34.230000,90.600000
90.620000,83.366667,133.940000,134.400000,34.235000,90.620000
90.640000,83.373333,133.960000,134.420000,34.240000,90.640000
90.660000,83.380000,133.980000,134.440000,34.245000,90.660000
90.680000,83.390000,134.000000,134.460000,34.250000,90.680000
90.700000,83.400000,134.020000,134.480000,34.255000,90.700000
90.720000,83.420000,134.040000,134.500000,34.260000,90.720000
90.740000,83.440000,134.060000,134.520000,34.265000,90.740000
90.760000,83.460000,134.080000,134.540000,34.270000,90.760000
90.780000,83.480000,134.100000,134.560000,34.275000,90.780000
90.800000,83.500000,134.120000,134.580000,34.280000,90.800000
90.820000,83.520000,134.140000,134.600000,34.285000,90.820000
90.840000,83.540000,134.160000,134.620000,34.290000,90.840000
90.860000,83.560000,134.180000,134.640000,34.295000,90.860000
90.880000,83.580000,134.320000,134.660000,34.330000,90.880000
90.900000,83.600000,134.340000,134.680000,34.335000,90.900000
90.920000,83.620000,134.360000,134.700000,34.340000,90.920000
90.940000,83.640000,134.380000,134.720000,34.345000,90.940000
90.960000,83.660000,134.400000,134.740000,34.350000,90.960000
90.980000,83.680000,134.420000,134.760000,34.355000,90.980000
91.000000,83.700000,134.440000,134.780000,34.360000,91.000000
91.020000,83.720000,134.460000,134.800000,34.365000,91.020000
91.040000,83.740000,134.480000,134.820000,34.370000,91.040000
91.060000,83.760000,134.500000,134.840000,34.375000,91.060000
91.080000,83.780000,134.520000,134.860000,34.380000,91.080000
91.100000,83.790000,134.540000,134.880000,34.385000,91.100000
91.120000,83.800000,134.560000,134.900000,34.390000,91.120000
91.140000,83.820000,134.580000,134.920000,34.395000,91.140000
91.160000,83.840000,134.600000,134.940000,34.400000,91.160000
91.180000,83.860000,134.620000,134.960000,34.405000,91.180000
91.200000,83.880000,134.640000,134.980000,34.410000,91.200000
91.220000,83.900000,134.660000,135.020000,34.415000,91.220000
91.240000,83.920000,134.680000,135.180000,34.420000,91.240000
91.260000,83.940000,134.700000,135.200000,34.425000,91.260000
91.280000,83.960000,134.720000,135.220000,34.430000,91.280000
91.300000,83.980000,134.740000,135.240000,34.435000,91.300000
91.320000,84.000000,134.760000,135.260000,34.440000,91.320000
91.340000,84.020000,134.780000,135.620000,34.445000,91.340000
91.360000,84.026667,134.800000,135.640000,34.450000,91.360000
91.380000,84.033333,134.820000,135.660000,34.455000,91.380000
91.400000,84.040000,134.840000,135.680000,34.460000,91.400000
91.420000,84.060000,134.860000,135.700000,34.465000,91.420000
91.440000,84.080000,134.880000,135.720000,34.470000,91.440000
91.460000,84.100000,134.900000,135.740000,34.475000,91.460000
91.480000,84.120000,134.920000,135.760000,34.480000,91.480000
91.500000,84.140000,134.940000,135.780000,34.485000,91.500000
91.520000,84.160000,134.960000,135.800000,34.490000,91.520000
91.540000,84.180000,134.980000,135.820000,34.495000,91.540000
91.560000,84.200000,135.000000,135.840000,34.500000,91.560000
91.580000,84.220000,135.020000,135.860000,34.505000,91.580000
91.600000,84.240000,136.380000,135.880000,34.845000,91.600000
91.620000,84.260000,136.400000,135.900000,34.850000,91.620000
91.640000,84.280000,136.420000,135.920000,34.855000,91.640000
91.660000,84.300000,136.440000,135.940000,34.860000,91.660000
91.680000,84.320000,136.460000,135.960000,34.865000,91.680000
91.700000,84.340000,136.480000,135.980000,34.870000,91.700000
91.720000,84.360000,136.500000,136.000000,34.875000,91.720000
91.740000,84.380000,136.520000,136.020000,34.880000,91.740000
91.760000,84.400000,136.540000,136.040000,34.885000,91.760000
91.780000,84.420000,136.560000,136.060000,34.890000,91.780000
91.800000,84.440000,136.580000,136.080000,34.895000,91.800000
91.820000,84.460000,136.600000,136.100000,34.900000,91.820000
91.840000,84.480000,136.620000,136.120000,34.905000,91.840000
91.860000,84.500000,136.640000,136.140000,34.910000,91.860000
91.880000,84.520000,136.660000,136.160000,34.915000,91.880000
91.900000,84.540000,136.680000,136.180000,34.920000,91.900000
91.920000,84.560000,136.700000,136.200000,34.925000,91.920000
91.940000,84.580000,136.720000,136.220000,34.930000,91.940000
91.960000,84.600000,136.730000,136.240000,34.932500,91.960000
91.980000,84.620000,136.740000,136.260000,34.935000,91.980000
92.000000,84.640000,136.760000,136.280000,34.940000,92.000000
92.020000,84.660000,136.780000,136.300000,34.945000,92.020000
92.040000,84.680000,136.800000,136.320000,34.950000,92.040000
92.060000,84.700000,136.820000,136.340000,34.955000,92.060000
92.080000,84.720000,136.840000,136.360000,34.960000,92.080000
92.100000,84.740000,136.860000,136.380000,34.965000,92.100000
92.120000,84.760000,136.880000,136.400000,34.970000,92.120000
92.140000,84.780000,136.900000,136.420000,34.975000,92.140000
92.160000,84.800000,136.920000,136.440000,34.980000,92.160000
92.180000,84.820000,136.940000,136.460000,34.985000,92.180000
92.200000,84.840000,136.960000,136.940000,34.990000,92.200000
92.220000,84.860000,136.980000,136.960000,34.995000,92.220000
92.240000,84.880000,137.000000,136.980000,35.000000,92.240000
92.260000,84.900000,137.020000,137.000000,35.005000,92.260000
92.280000,84.920000,137.040000,137.020000,35.010000,92.280000
92.300000,84.940000,137.060000,137.040000,35.015000,92.300000
92.320000,84.960000,137.080000,137.060000,35.020000,92.320000
92.340000,84.980000,137.100000,137.080000,35.025000,92.340000
92.360000,85.000000,137.120000,137.100000,35.030000,92.360000
92.380000,85.020000,137.140000,137.120000,35.035000,92.380000
92.400000,85.040000,137.160000,137.140000,35.040000,92.400000
92.420000,85.060000,137.180000,137.160000,35.045000,92.420000
92.440000,85.080000,137.720000,137.720000,35.180000,92.440000
92.460000,85.100000,137.740000,137.740000,35.185000,92.460000
92.480000,85.120000,137.760000,137.760000,35.190000,92.480000
92.500000,85.140000,137.780000,137.780000,35.195000,92.500000
92.520000,85.160000,137.800000,137.800000,35.200000,92.520000
92.540000,85.180000,137.820000,137.820000,35.205000,92.540000
92.560000,85.200000,137.840000,137.840000,35.210000,92.560000
92.580000,85.220000,137.860000,137.860000,35.215000,92.580000
92.600000,85.240000,137.880000,137.880000,35.220000,92.600000
92.620000,85.260000,137.900000,137.900000,35.225000,92.620000
92.640000,85.280000,137.920000,137.920000,35.230000,92.640000
92.660000,85.300000,137.940000,137.940000,35.235000,92.660000
92.680000,85.320000,137.960000,137.960000,35.240000,92.680000
92.700000,85.340000,137.980000,137.980000,35.245000,92.700000
92.720000,85.360000,138.000000,138.000000,35.250000,92.720000
92.740000,85.380000,138.020000,138.020000,35.255000,92.740000
92.760000,85.400000,138.040000,138.040000,35.260000,92.760000
92.780000,85.420000,138.060000,138.060000,35.265000,92.780000
92.800000,85.440000,138.080000,138.080000,35.270000,92.800000
92.820000,85.460000,138.100000,138.100000,35.275000,92.820000
92.840000,85.480000,138.120000,138.120000,35.280000,92.840000
92.860000,85.500000,138.140000,138.140000,35.285000,92.860000
92.880000,85.520000,138.160000,138.160000,35.290000,92.880000
92.900000,85.540000,138.180000,138.180000,35.295000,92.900000
92.920000,85.560000,138.200000,138.200000,35.300000,92.920000
92.940000,85.580000,138.220000,138.220000,35.305000,92.940000
92.960000,85.600000,138.240000,138.240000,35.310000,92.960000
92.980000,85.620000,138.260000,138.260000,35.315000,92.980000
93.000000,85.640000,138.280000,138.280000,35.320000,93.000000
93.020000,85.660000,138.300000,138.300000,35.325000,93.020000
93.040000,85.680000,138.320000,138.320000,35.330000,93.040000
93.060000,85.700000,138.340000,138.340000,35.335000,93.060000
93.080000,85.720000,138.360000,138.360000,35.340000,93.080000
93.100000,85.740000,138.380000,138.380000,35.345000,93.100000
93.120000,85.760000,138.400000,138.400000,35.350000,93.120000
93.140000,85.780000,138.420000,138.420000,35.355000,93.140000
93.160000,85.800000,138.440000,138.440000,35.360000,93.160000
93.180000,85.820000,138.460000,138.460000,35.365000,93.180000
93.200000,85.840000,138.480000,138.480000,35.370000,93.200000
93.220000,85.860000,138.500000,138.500000,35.375000,93.220000
93.240000,85.880000,138.520000,138.520000,35.380000,93.240000
93.260000,85.900000,138.540000,138.540000,35.385000,93.260000
93.280000,85.920000,138.560000,138.560000,35.390000,93.280000
93.300000,85.930000,138.580000,138.580000,35.395000,93.300000
93.320000,85.940000,138.600000,138.600000,35.400000,93.320000
93.340000,85.960000,138.620000,138.620000,35.405000,93.340000
93.360000,85.980000,138.640000,138.640000,35.410000,93.360000
93.380000,86.000000,138.660000,138.660000,35.415000,93.380000
93.400000,86.020000,138.940000,138.940000,35.485000,93.400000
93.420000,86.040000,138.960000,138.960000,35.490000,93.420000
93.440000,86.060000,138.980000,138.980000,35.495000,93.440000
93.460000,86.080000,139.000000,139.000000,35.500000,93.460000
93.480000,86.100000,139.020000,139.020000,35.505000,93.480000
93.500000,86.120000,139.040000,139.040000,35.510000,93.500000
93.520000,86.140000,139.060000,139.060000,35.515000,93.520000
93.540000,86.160000,139.080000,139.080000,35.520000,93.540000
93.560000,86.180000,139.100000,139.100000,35.525000,93.560000
93.580000,86.200000,139.120000,139.120000,35.530000,93.580000
93.600000,86.220000,139.140000,139.140000,35.535000,93.600000
93.620000,86.240000,139.160000,139.160000,35.540000,93.620000
93.640000,86.260000,139.180000,139.180000,35.545000,93.640000
93.660000,86.280000,139.200000,139.200000,35.550000,93.660000
93.680000,86.300000,139.220000,139.220000,35.555000,93.680000
93.700000,86.320000,139.240000,139.240000,35.560000,93.700000
93.720000,86.340000,139.260000,139.260000,35.565000,93.720000
93.740000,86.360000,139.280000,139.280000,35.570000,93.740000
93.760000,86.380000,139.300000,139.300000,35.575000,93.760000
93.780000,86.400000,139.320000,139.320000,35.580000,93.780000
93.800000,86.420000,139.340000,139.340000,35.585000,93.800000
93.820000,86.440000,139.360000,139.360000,35.590000,93.820000
93.840000,86.460000,139.380000,139.380000,35.595000,93.840000
93.860000,86.480000,139.400000,139.400000,35.600000,93.860000
93.880000,86.500000,139.420000,139.420000,35.605000,93.880000
93.900000,86.520000,139.440000,139.440000,35.610000,93.900000
93.920000,86.540000,139.460000,139.460000,35.615000,93.920000
93.940000,86.560000,139.480000,139.480000,35.620000,93.940000
93.960000,86.580000,139.500000,139.500000,35.625000,93.960000
93.980000,86.600000,139.520000,139.520000,35.630000,93.980000
94.000000,86.620000,139.540000,139.540000,35.635000,94.000000
94.020000,86.640000,140.000000,140.000000,35.750000,94.020000
94.040000,86.660000,140.020000,140.020000,35.755000,94.040000
94.060000,86.680000,140.040000,140.040000,35.760000,94.060000
94.080000,86.700000,140.060000,140.060000,35.765000,94.080000
94.100000,86.720000,140.080000,140.080000,35.770000,94.100000
94.120000,86.740000,140.100000,140.100000,35.775000,94.120000
94.140000,86.760000,140.120000,140.120000,35.780000,94.140000
94.160000,86.780000,140.140000,140.140000,35.785000,94.160000
94.180000,86.800000,140.160000,140.160000,35.790000,94.180000
94.200000,86.820000,140.180000,140.180000,35.795000,94.200000
94.220000,86.840000,140.200000,140.200000,35.800000,94.220000
94.240000,86.860000,140.220000,140.220000,35.805000,94.240000
94.260000,86.880000,140.240000,140.240000,35.810000,94.260000
94.280000,86.900000,140.260000,140.260000,35.815000,94.280000
94.300000,86.920000,140.280000,140.280000,35.820000,94.300000
94.320000,86.930000,140.300000,140.300000,35.825000,94.320000
94.340000,86.940000,140.320000,140.320000,35.830000,94.340000
94.360000,86.960000,140.340000,140.340000,35.835000,94.360000
94.380000,86.980000,140.360000,140.360000,35.840000,94.380000
94.400000,87.000000,140.380000,140.380000,35.845000,94.400000
94.420000,87.020000,140.400000,140.400000,35.850000,94.420000
94.440000,87.030000,140.420000,140.420000,35.855000,94.440000
94.460000,87.040000,140.440000,140.440000,35.860000,94.460000
94.480000,87.060000,140.460000,140.460000,35.865000,94.480000
94.500000,87.080000,140.480000,140.480000,35.870000,94.500000
94.520000,87.100000,140.500000,140.500000,35.875000,94.520000
94.540000,87.120000,140.860000,140.520000,35.965000,94.540000
94.560000,87.140000,140.880000,140.540000,35.970000,94.560000
94.580000,87.160000,140.900000,140.560000,35.975000,94.580000
94.600000,87.180000,140.920000,140.580000,35.980000,94.600000
94.620000,87.200000,140.940000,140.600000,35.985000,94.620000
94.640000,87.220000,140.960000,140.960000,35.990000,94.640000
94.660000,87.240000,140.980000,140.980000,35.995000,94.660000
94.680000,87.250000,141.000000,141.000000,36.000000,94.680000
94.700000,87.260000,141.020000,141.020000,36.005000,94.700000
94.720000,87.280000,141.040000,141.040000,36.010000,94.720000
94.740000,87.300000,141.060000,141.060000,36.015000,94.740000
94.760000,87.320000,141.080000,141.080000,36.020000,94.760000
94.780000,87.340000,141.100000,141.100000,36.025000,94.780000
94.800000,87.360000,141.120000,141.120000,36.030000,94.800000
94.820000,87.380000,141.140000,141.140000,36.035000,94.820000
94.840000,87.400000,141.160000,141.160000,36.040000,94.840000
94.860000,87.420000,141.180000,141.180000,36.045000,94.860000
94.880000,87.440000,141.200000,141.200000,36.050000,94.880000
94.900000,87.460000,141.220000,141.220000,36.055000,94.900000
94.920000,87.480000,141.240000,141.240000,36.060000,94.920000
94.940000,87.490000,141.260000,141.260000,36.065000,94.940000
94.960000,87.500000,141.280000,141.280000,36.070000,94.960000
94.980000,87.520000,141.300000,141.300000,36.075000,94.980000
95.000000,87.540000,141.320000,141.320000,36.080000,95.000000
95.020000,87.560000,141.340000,141.340000,36.085000,95.020000
95.040000,87.580000,141.360000,141.360000,36.090000,95.040000
95.060000,87.600000,141.380000,141.380000,36.095000,95.060000
95.080000,87.620000,141.400000,141.400000,36.100000,95.080000
95.100000,87.640000,141.420000,141.420000,36.105000,95.100000
95.120000,87.660000,141.440000,141.440000,36.110000,95.120000
95.140000,87.680000,141.460000,141.460000,36.115000,95.140000
95.160000,87.700000,141.480000,141.480000,36.120000,95.160000
95.180000,87.720000,141.500000,141.500000,36.125000,95.180000
95.200000,87.740000,141.520000,141.520000,36.130000,95.200000
95.220000,87.760000,141.940000,141.940000,36.235000,95.220000
95.240000,87.780000,141.960000,141.960000,36.240000,95.240000
95.260000,87.800000,141.980000,141.980000,36.245000,95.260000
95.280000,87.820000,142.000000,142.000000,36.250000,95.280000
95.300000,87.840000,142.020000,142.020000,36.255000,95.300000
95.320000,87.860000,142.040000,142.040000,36.260000,95.320000
95.340000,87.870000,142.060000,142.060000,36.265000,95.340000
95.360000,87.880000,142.080000,142.080000,36.270000,95.360000
95.380000,87.900000,142.100000,142.100000,36.275000,95.380000
95.400000,87.920000,142.120000,142.120000,36.280000,95.400000
95.420000,87.926667,142.320000,142.320000,36.330000,95.420000
95.440000,87.933333,142.340000,142.340000,36.335000,95.440000
95.460000,87.940000,142.360000,142.360000,36.340000,95.460000
95.480000,87.960000,142.380000,142.380000,36.345000,95.480000
95.500000,87.980000,142.400000,142.400000,36.350000,95.500000
95.520000,88.000000,142.420000,142.420000,36.355000,95.520000
95.540000,88.020000,142.440000,142.440000,36.360000,95.540000
95.560000,88.040000,142.460000,142.460000,36.365000,95.560000
95.580000,88.060000,142.480000,142.480000,36.370000,95.580000
95.600000,88.080000,142.500000,142.500000,36.375000,95.600000
95.620000,88.100000,142.520000,142.520000,36.380000,95.620000
95.640000,88.120000,142.540000,142.540000,36.385000,95.640000
95.660000,88.140000,142.560000,142.560000,36.390000,95.660000
95.680000,88.160000,142.580000,142.580000,36.395000,95.680000
95.700000,88.180000,142.600000,142.600000,36.400000,95.700000
95.720000,88.200000,142.620000,142.620000,36.405000,95.720000
95.740000,88.220000,142.640000,142.640000,36.410000,95.740000
95.760000,88.240000,142.660000,142.660000,36.415000,95.760000
95.780000,88.260000,142.680000,142.680000,36.420000,95.780000
95.800000,88.280000,142.700000,142.700000,36.425000,95.800000
95.820000,88.300000,142.720000,142.720000,36.430000,95.820000
95.840000,88.320000,142.740000,142.740000,36.435000,95.840000
95.860000,88.340000,142.760000,142.760000,36.440000,95.860000
95.880000,88.360000,142.780000,142.780000,36.445000,95.880000
95.900000,88.380000,142.800000,142.800000,36.450000,95.900000
95.920000,88.400000,142.980000,142.980000,36.495000,95.920000
95.940000,88.420000,143.000000,143.000000,36.500000,95.940000
95.960000,88.440000,143.020000,143.020000,36.505000,95.960000
95.980000,88.460000,143.040000,143.040000,36.510000,95.980000
96.000000,88.480000,143.060000,143.060000,36.515000,96.000000
96.020000,88.500000,143.080000,143.080000,36.520000,96.020000
96.040000,88.520000,143.100000,143.100000,36.525000,96.040000
96.060000,88.540000,143.120000,143.120000,36.530000,96.060000
96.080000,88.560000,143.140000,143.140000,36.535000,96.080000
96.100000,88.580000,143.160000,143.160000,36.540000,96.100000
96.120000,88.600000,143.180000,143.180000,36.545000,96.120000
96.140000,88.620000,143.200000,143.200000,36.550000,96.140000
96.160000,88.640000,143.220000,143.220000,36.555000,96.160000
96.180000,88.660000,143.240000,143.240000,36.560000,96.180000
96.200000,88.680000,143.260000,143.260000,36.565000,96.200000
96.220000,88.700000,143.280000,143.280000,36.570000,96.220000
96.240000,88.720000,143.300000,143.300000,36.575000,96.240000
96.260000,88.740000,143.320000,143.320000,36.580000,96.260000
96.280000,88.760000,143.340000,143.340000,36.585000,96.280000
96.300000,88.780000,143.360000,143.360000,36.590000,96.300000
96.320000,88.800000,143.380000,143.380000,36.595000,96.320000
96.340000,88.820000,143.400000,143.400000,36.600000,96.340000
96.360000,88.840000,143.420000,143.420000,36.605000,96.360000
96.380000,88.860000,143.440000,143.440000,36.610000,96.380000
96.400000,88.880000,143.460000,143.460000,36.615000,96.400000
96.420000,88.900000,143.480000,143.480000,36.620000,96.420000
96.440000,88.920000,143.500000,143.500000,36.625000,96.440000
96.460000,88.940000,143.900000,143.900000,36.725000,96.460000
96.480000,88.950000,143.920000,143.920000,36.730000,96.480000
96.500000,88.960000,143.940000,143.940000,36.735000,96.500000
96.520000,88.980000,143.960000,143.960000,36.740000,96.520000
96.540000,89.000000,143.980000,143.980000,36.745000,96.540000
96.560000,89.020000,144.000000,144.000000,36.750000,96.560000
96.580000,89.040000,144.020000,144.020000,36.755000,96.580000
96.600000,89.060000,144.040000,144.040000,36.760000,96.600000
96.620000,89.080000,144.060000,144.060000,36.765000,96.620000
96.640000,89.100000,144.080000,144.080000,36.770000,96.640000
96.660000,89.120000,144.100000,144.100000,36.775000,96.660000
96.680000,89.140000,144.120000,144.120000,36.780000,96.680000
96.700000,89.160000,144.140000,144.140000,36.785000,96.700000
96.720000,89.180000,144.160000,144.160000,36.790000,96.720000
96.740000,89.200000,144.180000,144.180000,36.795000,96.740000
96.760000,89.220000,144.200000,144.200000,36.800000,96.760000
